000976,华铁股份,广东华铁通达高铁装备股份有限公司,轨道交通设备
000977,浪潮信息,浪潮电子信息产业股份有限公司,PC、服务器及硬件
000978,桂林旅游,桂林旅游股份有限公司,景区
000979,中弘退,中弘控股股份有限公司,房地产开发
000980,众泰汽车,众泰汽车股份有限公司,乘用车
000981,银亿股份,银亿股份有限公司,房地产开发
000982,*ST中绒,宁夏中银绒业股份有限公司,纺织面料
000983,西山煤电,山西西山煤电股份有限公司,煤炭开采洗选
000985,大庆华科,大庆华科股份有限公司,其他化学制品
000987,越秀金控,广州越秀金融控股集团股份有限公司,其他非银行金融
000988,华工科技,华工科技产业股份有限公司,电子零部件
000989,九芝堂,九芝堂股份有限公司,中药生产
000990,诚志股份,诚志股份有限公司,其他化学制品
000993,闽东电力,福建闽东电力股份有限公司,水电
000995,*ST皇台,甘肃皇台酒业股份有限公司,白酒
000996,中国中期,中国中期投资股份有限公司,汽车服务
000997,新大陆,新大陆数字技术股份有限公司,专用计算机设备
000998,隆平高科,袁隆平农业高科技股份有限公司,种子
000999,华润三九,华润三九医药股份有限公司,中药生产
001696,宗申动力,重庆宗申动力机械股份有限公司,汽车零部件
001896,豫能控股,河南豫能控股股份有限公司,火电
001965,招商公路,招商局公路网络科技控股股份有限公司,--
001979,招商蛇口,招商局蛇口工业区控股股份有限公司,房地产开发
002001,新和成,浙江新和成股份有限公司,化学原料药
002002,鸿达兴业,鸿达兴业股份有限公司,其他化学制品
002003,伟星股份,浙江伟星实业发展股份有限公司,服饰辅料
002004,华邦健康,华邦生命健康股份有限公司,农药
002005,德豪润达,广东德豪润达电气股份有限公司,LED
002006,精功科技,浙江精功科技股份有限公司,其他专用机械
002007,华兰生物,华兰生物工程股份有限公司,生物医药
002008,大族激光,大族激光科技产业集团股份有限公司,电子零部件
002009,天奇股份,天奇自动化工程股份有限公司,智能装备
002010,传化智联,传化智联股份有限公司,印染化学品
002011,盾安环境,浙江盾安人工环境股份有限公司,制冷配件
002012,凯恩股份,浙江凯恩特种材料股份有限公司,造纸
002013,中航机电,中航工业机电系统股份有限公司,航空装备
002014,永新股份,黄山永新股份有限公司,包装印刷
002015,霞客环保,江苏霞客环保色纺股份有限公司,涤纶
002016,世荣兆业,广东世荣兆业股份有限公司,房地产开发
002017,东信和平,东信和平科技股份有限公司,通信终端设备
002018,*ST华信,安徽华信国际控股股份有限公司,石油天然气贸易
