index_col,stock_code,shortname,fullname,address,income,profit,number,comedate,book,report,industry,bussiness
759,HK0867,康哲药业,康哲药业控股有限公司,开曼群岛,--,--,3600,2010-09-28,--,,医药商业,营销、推广、销售及制造医药产品。
760,HK0868,信义玻璃,信义玻璃控股有限公司,开曼群岛,--,--,11691,2005-02-03,--,,电子元器件,于中国主要从事生产及销售浮法玻璃产品、汽车玻璃产品、建筑玻璃产品及不同类型之相关产品。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201904),净利润(201904),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
761,HK0869,彩星玩具,彩星玩具有限公司,百慕达,--,--,72,2008-02-01,--,,玩具,从事玩具及家庭娱乐活动产品之设计、开发、市场推广及分销之业务。
762,HK0871,中国疏浚环保,中国疏浚环保控股有限公司,开曼群岛,--,--,620,2011-06-20,--,,建筑工程,提供基建及填海疏浚，环保疏浚及水务管理，其他海事业务及物业管理。
763,HK0872,启迪国际,启迪国际有限公司,开曼群岛,--,--,57,2004-12-09,--,,汽车经销,汽车相关产品生产及销售、汽车买卖和提供汽车及设备租赁融资服务。
764,HK0873,中国泰丰床品,中国泰丰床品控股有限公司,开曼群岛,--,--,5152,2010-06-11,--,,家具家居,在中国制造及分销优质棉纱及床品。
765,HK0874,白云山,广州白云山医药集团股份有限公司,中国广东省,--,--,21955,1997-10-30,--,,中药,中西成药、化学原料药、天然药物、生物医药、化学原料药中间体的研究开发、制造与销售;西药、中药和医疗器械的批发、零售和进出口业务;大健康产品的研发、生产与销售;医疗服务、健康管理、养生养老等健康产业投资
766,HK0875,中国金控,中国金控投资集团有限公司,百慕达,--,--,596,1998-07-03,--,,蔬菜,资产及投资控股、种植、加工及买卖农产品、放债及证券经纪业务。
767,HK0876,佳兆业健康,佳兆业健康集团控股有限公司,百慕达,--,--,1430,1997-04-10,--,,医疗器械,制造及买卖义齿。
768,HK0877,昂纳科技集团,昂纳科技(集团)有限公司,开曼群岛,--,--,4024,2010-04-29,--,,通信设备,设计、制造及销售用于高速电讯及数据通讯系统的光网络产品，以及用于智能制造市场的机器视觉系统及传感器。
769,HK0878,金朝阳集团,金朝阳集团有限公司,百慕达,--,--,425,1997-03-21,--,,地产投资,在香港经营物业合并及物业发展、物业租赁及提供楼宇管理服务，以及在中国经营物业发展。
770,HK0880,澳博控股,澳门博彩控股有限公司,香港,--,--,20600,2008-07-16,--,,博彩,在澳门发展与经营娱乐场及相关设施。
771,HK0881,中升控股,中升集团控股有限公司,开曼群岛,--,--,21259,2010-03-26,--,,汽车经销,汽车的销售及服务。
772,HK0882,天津发展,天津发展控股有限公司,香港,--,--,5000,1997-12-10,--,,综合,公用设施；医药；酒店；机电；策略性及其他投资；制造及销售升降机及扶手电梯；以及于中国提供港口服务。
773,HK0883,中国海洋石油,中国海洋石油有限公司,香港,--,--,19718,2001-02-28,--,,油气开采,勘探、开发、生产和销售石油与天然气及其它石油产品。
774,HK0884,旭辉控股集团,旭辉控股(集团)有限公司,开曼群岛,--,--,3400,2012-11-23,--,,房地产,房地产开发、房地产投资及物业管理业务。
775,HK0885,仁天科技控股,仁天科技控股有限公司,开曼群岛,--,--,1600,2001-07-12,--,,软件开发,向公司及企业客户提供数据管理服务及现代中央工业供应链之整合智能物联网解决方案；证券投资；及贷款业务。
776,HK0886,银基集团,银基集团控股有限公司,开曼群岛,--,--,330,2009-04-08,--,,酒,经销酒及中国香烟。
777,HK0887,英皇钟表珠宝,英皇钟表珠宝有限公司,香港,--,--,924,2008-07-21,--,,钟表,在港澳两地销售名牌腕表与设计及销售珠宝首饰。
778,HK0888,贝森金融,路讯通控股有限公司,百慕达,--,--,113,2001-06-28,--,,广播,为流动多媒体、客运车辆车身外部及车厢内部、网站、手机应用程式、候车亭及户外广告牌提供媒体销售及设计服务，以及广告制作的业务，综合市场推广服务。
779,HK0889,连达科技控股,连达科技控股有限公司,百慕达,--,--,1131,2001-06-22,--,,电子元器件,电子元件制造及买卖。
780,HK0891,利邦,利邦控股有限公司,百慕达,--,--,2345,2009-11-03,--,,男装,零售高档至奢华男仕服装，及零售奢华服装配饰。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201904),净利润(201904),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
781,HK0893,中国铁钛,中国钒钛磁铁矿业有限公司,开曼群岛,--,--,1435,2009-10-08,--,,钢铁,进行采矿及矿石洗选、销售自产产品、买卖铁产品、煤炭及钢铁以及管理策略性投资。
782,HK0894,万裕科技,万裕科技集团有限公司,百慕达,--,--,2645,1997-03-05,--,,电子元器件,制造及买卖电子元件及买卖原材料。
783,HK0895,东江环保,东江环保股份有限公司,中国深圳市,--,--,3945,2003-01-29,--,,环保工程,工业废物处理和市政废物处理
784,HK0896,兴胜创建,兴胜创建控股有限公司,开曼群岛,--,--,972,2002-01-10,--,,房屋建筑,楼宇建筑、装饰及维修工程、供应与安装建筑材料、健康产品贸易、物业投资、物业代理及管理物业及发展。
785,HK0897,位元堂,位元堂药业控股有限公司,百慕达,--,--,1016,1997-10-31,--,,保健品,生产及销售传统中西药产品、保健食品及个人护理产品和物业投资。
786,HK0898,万事昌国际,万事昌国际控股有限公司,百慕达,--,--,220,1998-07-31,--,,地产投资,物业投资；提供服务式公寓及物业管理服务；买卖证券及投资控股。
787,HK0899,亚洲资源,亚洲资源控股有限公司,百慕达,--,--,48,1997-10-24,--,,地产投资,铁矿石开采业务、证券及黄金贸易及物业投资。
788,HK0900,AEON CREDIT,Aeon信贷财务(亚洲)有限公司,香港,--,--,604,1995-09-14,--,,信贷,提供消费融资业务，包括签发信用卡、提供私人贷款融资及提供汽车、家品及其他消费品之租购融资、保险顾问及代理业务以及小额贷款业务。
789,HK0901,鹰力投资,鹰力投资控股有限公司,--,--,--,12,2002-02-28,--,,--,投资于上市及非上市公司证券业务及其他相关财务资产。
790,HK0902,华能国际电力股份,华能国际电力股份有限公司,中国北京市,--,--,53962,1998-01-21,--,,电力,电力及热力销售、港口服务及运输服务等
791,HK0903,冠捷科技,冠捷科技有限公司,百慕达,--,--,30932,1999-10-08,--,,计算机设备,设计、生产及销售电脑监视器、平面电视产品及其他显示器产品。
792,HK0904,中绿,中国绿色食品(控股)有限公司,百慕达,--,--,421,2004-01-13,--,,农产品,种植、加工及销售农产品及生产及销售消费食品。
793,HK0905,环球大通投资,环球大通投资有限公司,--,--,--,16,1998-07-17,--,,--,投资于香港、美国及加拿大之上市及非上市公司。
794,HK0906,中粮包装,中粮包装控股有限公司,香港,--,--,6176,2009-11-16,--,,包装印刷,在中国从事制造包装产品，包括饮料罐、食品罐、气雾罐、金属盖、印涂铁、钢桶、方圆罐及塑胶包装。
795,HK0907,高雅光学,高雅光学国际集团有限公司,百慕达,--,--,617,1996-04-11,--,,眼镜,从事眼镜架及太阳眼镜之制造及买卖、物业投资以及债务及证券投资。
796,HK0908,珠海控股投资,珠海控股投资集团有限公司,百慕达,--,--,2489,1998-05-26,--,,酒店,投资控股；管理度假村、主题公园、游乐场；经营高尔夫球会；物业开发；提供金融信息服务及互联网金融信息中介服务；提供港口设施，客轮服务；买卖及分销燃油。
797,HK0909,中大国际,中大国际控股有限公司,百慕达,--,--,1300,2001-11-01,--,,汽车零部件,开发、生产及销售汽保设备及公车，以及买卖汽车零部件。
798,HK0910,中国三迪,中国三迪控股有限公司,百慕达,--,--,74,1998-12-01,--,,地产投资,持有用作投资及租赁用途之物业、物业发展以及放债业务。
799,HK0911,前海健康,前海健康控股有限公司,开曼群岛,--,--,39,2014-06-27,--,,医药商业,于香港从事采购及批发西洋参业务。
800,HK0912,信佳国际,信佳国际集团有限公司,百慕达,--,--,1984,2002-09-18,--,,消费电子,于香港、中国内地及澳门研究及开发、制造及销售电子产品及其他产品。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201904),净利润(201904),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
801,HK0913,合一投资,合一投资控股有限公司,--,--,--,7,1999-10-27,--,,--,投资于香港及全球其他主要股票市场之上市证券以及非上市公司。
802,HK0914,海螺水泥,安徽海螺水泥股份有限公司,中国安徽省,--,--,42915,1997-10-21,--,,水泥,水泥及商品熟料的生产、销售
803,HK0915,道和环球,道和环球集团有限公司,百慕达,--,--,412,2002-05-10,--,,供应链管理,商品销售(成衣、标签及消费电子产品)及提供服务(与成衣有关的采购服务、与采购代理业务有关的增值服务及以项目为本的服务)。
804,HK0916,龙源电力,龙源电力集团股份有限公司,中国北京市,--,--,7141,2009-12-10,--,,新能源,在中国风资源丰富的地区设计、开发、建设、管理及运营风电场，并向各地方电网公司销售电力。
805,HK0918,国能国际资产,国能集团国际资产控股有限公司,百慕达,--,--,38,1997-10-15,--,,服装配套,采购、分包、市场推广及销售成衣及运动服产品，以及物业投资业务。
806,HK0919,现代美容,现代美容控股有限公司,开曼群岛,--,--,1429,2006-02-09,--,,美容保健,提供美容及保健服务及销售护肤及保健产品。
807,HK0921,海信家电,海信科龙电器股份有限公司,中国广东省,--,--,33967,1996-07-23,--,,家电,开发、制造电冰箱、空调等家用电器，产品内外销售和提供售后服务，运输自营产品。
808,HK0922,安贤园中国,安贤园中国控股有限公司,百慕达,--,--,374,1999-12-21,--,,其他服务,于中国开展墓园业务。
809,HK0923,综合环保集团,综合环保集团有限公司,开曼群岛,--,--,194,2010-03-31,--,,纸制品,买卖回收纸及物料、买卖生活用纸、提供机密材料销毁服务及提供物流服务。
810,HK0925,北京建设,北京建设(控股)有限公司,百慕达,--,--,530,1998-01-15,--,,建筑工程,"在中国租赁商业地产,以及提供相关管理服务;于中国经营一间酒店;提供物流服务,包括仓库设施租赁及提供相关管理服务。"
811,HK0926,碧生源,碧生源控股有限公司,开曼群岛,--,--,920,2010-09-29,--,,保健品,生产及销售功能保健茶产品及减肥药。
812,HK0927,富士高实业,富士高实业控股有限公司,百慕达,--,--,4100,2000-04-11,--,,消费电子,设计、制造、推广及销售电声产品及配件以及其他电子产品。
813,HK0928,莲和医疗,莲和医疗健康集团有限公司,开曼群岛,--,--,214,2002-04-29,--,,健康管理,于中国从事健康服务;借贷业务;于中国从事教育软件产品及相关服务业务;于中国从事服装零售业务;及于香港从事证券买卖与投资业务。
814,HK0929,国际精密,国际精密集团有限公司,开曼群岛,--,--,2253,2004-11-01,--,,电子元器件,制造及销售应用于硬盘驱动器、液压设备及汽车零件之精密金属零件以及其他用途之零件。
815,HK0931,中国天然气,中国天然气集团有限公司,开曼群岛,--,--,488,2001-10-24,--,,资产管理,发展液化天然气业务、在中国提供液化天然气车辆、船舶及设备租赁服务、证券买卖、物业投资及提供金融服务。
816,HK0932,顺腾国际控股,顺腾国际(控股)有限公司,开曼群岛,--,--,188,2013-10-11,--,,保健品,于香港、台湾及中国销售、推销及分销保健产品以及美容补品及产品。
817,HK0933,光汇石油,光汇石油(控股)有限公司,百慕达,--,--,493,1995-11-16,--,,油气开采,油气田勘探开发与生产、油品国际贸易与海上船舶供油、油轮运输、石油仓储与码头服务、电子商务等业务。
818,HK0934,中石化冠德,中石化冠德控股有限公司,百慕达,--,--,245,1999-06-25,--,,气油设备与服务,提供原油码头服务、船舶租赁服务及天然气管道运输服务。
819,HK0935,龙翔集团,龙翔集团控股有限公司,开曼群岛,--,--,317,2011-06-10,--,,港口运输,提供液体化学品码头储存及处理。
820,HK0936,鹏程亚洲,鹏程亚洲有限公司,开曼群岛,--,--,294,2010-07-19,--,,重型机械,买卖及出租建筑机械、提供维修及保养服务；生产与销售自制中成药及保健产品；培植、加工及销售化橘红及其幼苗。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201904),净利润(201904),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
821,HK0938,民生国际,民生国际有限公司,百慕达,--,--,100,1997-09-26,--,,房地产,采购、加工、设计、生产及批发分销珍珠及珠宝；物业发展、销售及租赁。
822,HK0939,建设银行,中国建设银行股份有限公司,中国北京市,--,--,356048,2005-10-27,--,,银行,银行业及有关的金融服务
823,HK0940,中国动物保健品,中国动物保健品有限公司,百慕达,--,--,2600,2010-12-21,--,,动物用药,制造、销售及分销兽药。
824,HK0941,中国移动,中国移动有限公司,香港,--,--,493000,1997-10-23,--,,通信服务,提供移动通信和有关服务。
825,HK0943,意科控股,意科控股有限公司,百慕达,--,--,866,1997-06-25,--,,家具家居,制造及销售保健及家庭用品、煤矿业务、生产及销售农业及肥料产品以及放债业务。
826,HK0945,宏利金融-S,宏利金融有限公司,加拿大,--,--,34500,1999-09-27,--,,--,向个人和企业客户提供财务保护和财富管理产品和服务，以及向机构客户提供资产管理服务。
827,HK0947,摩比发展,摩比发展有限公司,开曼群岛,--,--,3618,2009-12-17,--,,通信设备,研究、开发、生产及销售天线系统、基站射频子系统及覆盖延伸方案产品。
828,HK0948,阿尔法企业,融达控股有限公司,百慕达,--,--,49,2010-03-01,--,,通信设备,销售及分销手机及其零件。
829,HK0950,李氏大药厂,李氏大药厂控股有限公司,开曼群岛,--,--,902,2002-07-15,--,,药品,开发、制造及销售药品及药品市场推广。
830,HK0951,超威动力,超威动力控股有限公司,开曼群岛,--,--,18735,2010-07-07,--,,新能源,生产及销售铅酸动力电池及其他相关产品。
831,HK0952,中国通海金融,中国泛海国际金融有限公司,百慕达,--,--,339,1997-09-24,--,,证券,证券及期货买卖、配售服务、保证金融资及放债、提供基金及财富管理服务；网站管理；提供顾问服务；投资控股及证券买卖。
832,HK0953,邵氏兄弟控股,邵氏兄弟控股有限公司,开曼群岛,--,--,508,2010-02-01,--,,鞋类,制造及销售运动用品、电影投资以及艺人及活动管理。
833,HK0954,常茂生物,常茂生物化学工程股份有限公司,中国江苏省,--,--,563,2002-06-28,--,,食品添加剂,生产及销售有机酸。
834,HK0956,新天绿色能源,新天绿色能源股份有限公司,中国河北省,--,--,1960,2010-10-13,--,,新能源,风力及太阳能发电的投资、开发、管理及运营业务，以及天然气和天然气用具的销售业务以及天然气管道的接驳及建设业务。
835,HK0958,华能新能源,华能新能源股份有限公司,中国北京市,--,--,2222,2011-06-10,--,,新能源,在中国从事风力、太阳能发电和销售。
836,HK0959,奥玛仕国际,奥玛仕国际控股有限公司,百慕达,--,--,13,1997-10-03,--,,博彩,投资于博彩及娱乐相关业务。
837,HK0960,龙湖集团,龙湖地产有限公司,开曼群岛,--,--,18051,2009-11-19,--,,房地产,在中国从事物业开发、物业投资及物业管理业务。
838,HK0963,华熙生物科技,华熙生物科技有限公司,开曼群岛,--,--,771,2008-10-03,--,,生物医药,生化产品的生产销售、美容产品及医疗设备经销及设计、开发、生产及销售美容产品。
839,HK0966,中国太平,中国太平保险控股有限公司,香港,--,--,64699,2000-06-29,--,,保险,直接人寿保险业务、财产保险业务、养老及团体人寿保险，全球再保险、资产管理、保险中介、保险有关的电子商务、金融租赁、物业投资、证券交易及经纪。
840,HK0967,桑德国际,桑德国际有限公司,新加坡,--,--,2495,2010-09-30,--,,水务,总包供水及污水处理。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201904),净利润(201904),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
841,HK0968,信义光能,信义光能控股有限公司,开曼群岛,--,--,3470,2013-12-12,--,,新能源,生产及销售太阳能玻璃产品、发展及营运太阳能发电场及提供工程、采购及建设服务。
842,HK0969,华联国际,华联国际(控股)有限公司,开曼群岛,--,--,152,2000-02-02,--,,糖类,提供糖精业务之支援服务、甘蔗种植及制糖以及乙醇生化燃料业务。
843,HK0970,耀莱集团,耀莱集团有限公司,百慕达,--,--,487,1997-09-18,--,,汽车经销,汽车、名牌手表及珠宝及其他商品销售;以及提供汽车相关售后服务。
844,HK0973,L'OCCITANE,L'Occitane International S.A.,卢森堡,--,--,8957,2010-05-07,--,,化妆品,设计、生产并营销种类繁多的化妆品及护理产品。
845,HK0974,中国顺客隆,中国顺客隆控股有限公司,开曼群岛,--,--,1204,2015-09-10,--,,超市及便利店,在中国广东省运营超市连锁店。
846,HK0975,MONGOL MINING,Mongolian Mining Corporation,开曼群岛,--,--,1588,2010-10-13,--,,煤炭,开采、生产、运输及销售焦煤产品。
847,HK0976,齐合环保,齐合环保集团有限公司,开曼群岛,--,--,5451,2010-07-12,--,,铜,于亚洲、欧洲及美洲从事金属再生业务，涉及将混合废金属回收分成废铜、废钢、废铝、废铁及其他废金属。
848,HK0978,招商局置地,招商局置地有限公司,开曼群岛,--,--,629,1997-10-16,--,,房地产,开发、销售、租赁、投资及管理房地产；及销售电子及电器相关产品及销售建筑相关材料及设备。
849,HK0979,绿色能源科技集团,绿色能源科技集团有限公司,百慕达,--,--,29,1997-06-26,--,,环保工程,生物清洁物料，建筑废料及废料处理服务，可再生能源及塑料回收业务。
850,HK0980,联华超市,联华超市股份有限公司,中国上海市,--,--,42067,2003-06-27,--,,超市及便利店,在中国经营大型综合超市、超级市场及便利店。
851,HK0981,中芯国际,中芯国际集成电路制造有限公司,开曼群岛,--,--,17967,2004-03-18,--,,半导体,以电脑辅助设计、制造、包装、测试及买卖集成电路及其他半导体服务，并且制造及设计半导体掩膜。
852,HK0982,华金国际资本,华金国际资本控股有限公司,百慕达,--,--,176,2008-07-14,--,,包装印刷,在香港提供财经印刷服务及物业投资。
853,HK0983,瑞安建业,瑞安建业有限公司,百慕达,--,--,1130,1997-02-03,--,,房屋建筑,物业发展及投资、资产管理、建筑及承建、楼宇翻新及装修以及投资控股。
854,HK0984,永旺,永旺(香港)百货有限公司,香港,--,--,8100,1994-02-04,--,,超市及便利店,经营零售百货公司。
855,HK0985,中誉集团,中誉集团有限公司,开曼群岛,--,--,36,1994-02-02,--,,铜,勘探、开发及开采矿铜及其他矿物资源；金融工具投资；物业投资；放债及电子物流平台。
856,HK0986,中国环保能源,中国环保能源投资有限公司,百慕达,--,--,28,1994-02-02,--,,电商及互联网,废纸、废金属及生活性废料回收、石化产品贸易、互联网服务、买卖黄金及钻石以及放贷业务。
857,HK0987,中国再生能源投资,中国再生能源投资有限公司,开曼群岛,--,--,83,1994-01-27,--,,新能源,可再生能源业务。
858,HK0988,丝路物流控股,丝路物流控股有限公司,百慕达,--,--,780,1994-01-21,--,,煤炭,煤炭加工、冶金焦炭与副产品生产、商品贸易、石油勘探及生产以及提供油井服务业务及提供物流及仓储服务。
859,HK0989,广泽国际发展,广泽国际发展有限公司,百慕达,--,--,358,1997-10-20,--,,房地产,提供电信零售及管理服务、物业投资以及物业发展及管理，包括规划、设计、预算、许可经营、合约招标及合约管理。
860,HK0990,荣晖国际,荣晖国际集团有限公司,百慕达,--,--,13,1994-01-25,--,,化工用品,于香港提供贷款融资服务；及于香港及新加坡从事化工原料及商品贸易。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201904),净利润(201904),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
861,HK0991,大唐发电,大唐国际发电股份有限公司,中国北京巿,--,--,22966,1997-03-21,--,,电力,以火力发电为主的发电业务
862,HK0992,联想集团,联想集团有限公司,香港,--,--,52000,1994-02-14,--,,计算机设备,开发、制造和销售可靠、优质、安全易用的科技产品及优质专业的服务。
863,HK0993,华融金控,华融国际金融控股有限公司,百慕达,--,--,156,1994-02-16,--,,证券,证券、期货及期权合约之经纪及买卖以及提供展融资服务;提供证券包销、保荐及财务顾问服务;资产管理服务以及直接投资。
864,HK0994,恒诚建筑,恒诚建筑控股有限公司,开曼群岛,--,--,368,2017-07-17,--,,房屋建筑,"于香港提供地基工程及配套服务,以及一般建筑工程。"
865,HK0995,安徽皖通高速公路,安徽皖通高速公路股份有限公司,中国安徽省,--,--,2745,1996-11-13,--,,公路运输,投资、建设、运营及管理安徽省境内外的收费公路
866,HK0996,嘉年华国际,嘉年华国际控股有限公司,百慕达,--,--,1000,1994-02-17,--,,地产投资,主题休闲及消费业务，集中于中国之主要城市及境外城市为设计、开发及经营一体化大型旅游综合项目。
867,HK0997,普汇中金国际,普汇中金国际控股有限公司,百慕达,--,--,326,2000-03-10,--,,地产投资,于中国融资担保服务及物流行业之顾问服务、于香港及澳门买卖家及装置以及室内装饰工程。
868,HK0998,中信银行,中信银行股份有限公司,中国北京市,--,--,56565,2007-04-27,--,,银行,提供公司及个人银行服务、从事资金业务，并提供资产管理、金融租赁及其他非银行金融服务
869,HK0999,I.T,I.T Ltd.,百慕达,--,--,6536,2005-03-04,--,,服装,销售时装及配饰。
870,HK1000,北青传媒,北青传媒股份有限公司,中国北京市,--,--,493,2004-12-22,--,,出版,在中国提供报章、杂志及户外广告服务、印刷及从事印刷相关物料贸易。
871,HK1001,沪港联合,沪港联合控股有限公司,百慕达,--,--,246,1994-02-18,--,,钢铁,"存销及分销建筑材料,例如钢材产品;洁具、厨柜及工程塑胶贸易;钢材回收以及房地产业务。"
872,HK1002,威铖国际,威铖国际集团有限公司,开曼群岛,--,--,2894,2002-02-08,--,,电子元器件,生产及销售塑胶注塑产品及零件、装配电子产品、模具设计及制模等。
873,HK1003,欢喜传媒,欢喜传媒集团有限公司,百慕达,--,--,62,1994-02-21,--,,影视,从事媒体及娱乐行业，提供物业代理及相关服务、证券买卖及投资以及广告代理业务。
874,HK1004,中国智慧能源,中国智慧能源集团控股有限公司,百慕达,--,--,45,1997-10-09,--,,资产管理,清洁能源业务、股份投资及买卖皮草成衣。
875,HK1005,MATRIX HOLDINGS,美力时集团有限公司,百慕达,--,--,14000,1994-02-18,--,,玩具,玩具及照明产品之制造及贸易。
876,HK1006,长寿花食品,长寿花食品股份有限公司,开曼群岛,--,--,4615,2009-12-18,--,,食用油,生产及销售玉米油，其中包括非品牌玉米油及自家品牌玉米油；其他油产品，主要包括精炼食用葵花籽油、精炼食用橄榄油、精炼食用棉子油；及玉米粕。
877,HK1007,龙辉国际控股,大庆乳业控股有限公司,开曼群岛,--,--,5,2010-10-28,--,,乳制品,于中国生产、营销及销售中高端及超高端价位配方奶粉产品。
878,HK1008,贵联控股,贵联控股国际有限公司,开曼群岛,--,--,1053,2009-03-30,--,,包装印刷,包装装潢印刷品印刷、印刷技术研究及开发、包装产品的批发及进出口；香烟包装印刷及制造复合纸。
879,HK1009,国际娱乐,国际娱乐有限公司,开曼群岛,--,--,309,2000-07-31,--,,地产投资,经营酒店；出租物业作娱乐场以及配套消闲及娱乐营运。
880,HK1010,太睿国际控股,太睿国际控股有限公司,百慕达,--,--,28,1994-02-18,--,,半导体,设计及分销集成电路及半导体零件，以及投资持有。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201904),净利润(201904),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
881,HK1011,泰凌医药,中国泰凌医药集团有限公司,开曼群岛,--,--,616,2011-04-20,--,,药品,于中国从事研发、生产、销售及分销医药及疫苗产品，以及向供应商提供市场推广及宣传服务。
882,HK1013,伟俊集团控股,伟俊集团控股有限公司,百慕达,--,--,38,1997-02-03,--,,信息化服务,透过生产软件进行网络及系统整合以及提供解决方案及相关服务;买卖移动电话及电子零件;投资控股;提供电讯基建解决方案服务。
883,HK1019,康宏环球,康宏环球控股有限公司,开曼群岛,--,--,515,2010-07-13,--,,保险,独立理财顾问业务、借贷业务、自营投资业务、资产管理业务，企业融资顾问业务及证券交易业务。
884,HK1020,赛伯乐国际控股,赛伯乐国际控股有限公司,开曼群岛,--,--,451,2010-07-07,--,,电子元器件,制造高端钢水控流产品，制造及销售纸张加工设备及相关设备、电子商务、电子商务解决方案及相关服务及销售资讯科技产品以及放债。
885,HK1021,麦达斯控股-S,麦达斯控股有限公司,新加坡珊顿大道4号新加坡交易所大厦2期#18-03,--,--,2588,2010-10-06,--,,--,制造及销售铝合金挤压型材产品及聚乙烯管。
886,HK1022,飞鱼科技,飞鱼科技国际有限公司,开曼群岛,--,--,440,2014-12-05,--,,软件开发,手机游戏及网络游戏的开发及营运，并以手机游戏为策略重点。
887,HK1023,时代集团控股,时代集团控股有限公司,开曼群岛,--,--,8400,2011-12-06,--,,服饰配件,设计、研发、制造、销售及零售手袋、小皮具及旅行用品、提供广告及营销服务，以及物业投资。
888,HK1025,嘉艺控股,--,--,--,--,--,2019-02-28,--,,--,--
889,HK1026,环球实业科技,环球实业科技控股有限公司,开曼群岛,--,--,386,2001-10-26,--,,水务,投资控股、提供支付解决方案及相关服务、木业贸易及家俱生产、系统集成及技术平台服务、物业投资、物业管理及自来水供应。
890,HK1027,中国集成控股,中国集成控股有限公司,开曼群岛,--,--,2000,2015-02-13,--,,家具家居,制造及销售POE雨伞及尼龙雨伞以及向客户销售雨伞零部件，如塑料布及中棒。
891,HK1028,千百度,千百度国际控股有限公司,百慕达,--,--,10721,2011-09-23,--,,鞋类,制造、销售品牌时尚鞋履及玩具零售。
892,HK1029,铁货,铁江现货有限公司,香港,--,--,1535,2010-10-21,--,,钢铁,生产及开发全球工业用的工业商品（包括铁矿石）。
893,HK1030,新城发展控股,新城发展控股有限公司,开曼群岛,--,--,9662,2012-11-29,--,,房地产,在中国从事物业发展、物业投资及物业管理业务。
894,HK1031,金利丰金融,金利丰金融集团有限公司,百慕达,--,--,882,1996-07-23,--,,证券,提供证券经纪、包销及配售、保证金及首次公开发售融资、企业财务顾问服务、期货经纪及资产管理服务，在澳门提供博彩及酒店服务。
895,HK1033,中石化油服,中石化石油工程技术服务股份有限公司,中国北京市,--,--,81340,1994-03-29,--,,气油设备与服务,油气勘探开发工程施工与技术服务
896,HK1034,富汇建筑控股,--,--,--,--,--,2018-10-30,--,,--,--
897,HK1035,BBI生命科学,BBI生命科学有限公司,开曼群岛,--,--,1208,2014-12-30,--,,生物医药,生命科学产品及相关服务的开发、制造及销售，包括DNA合成产品、基因工程服务、生命科学研究耗材以及蛋白质及抗体相关产品与服务。
898,HK1036,万科置业海外,万科置业(海外)有限公司,开曼群岛,--,--,6,1996-11-08,--,,地产投资,物业投资及管理和物业发展。
899,HK1037,云智汇科技,云智汇科技服务有限公司,百慕达,--,--,655,1994-04-14,--,,电子元器件,提供系统及网络集成服务、资讯科技解决方案发展及实施及相关保养服务等业务，电子产品制造。
900,HK1038,长江基建集团,长江基建集团有限公司,百慕达,--,--,2014,1996-07-17,--,,电力,在香港、中国内地、英国、荷兰、葡萄牙、澳洲、新西兰及加拿大发展、投资及经营基建业务。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201904),净利润(201904),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
901,HK1039,鑫网易商,鑫网易商集团有限公司,开曼群岛,--,--,163,2010-09-24,--,,电商及互联网,在中国境内制造及销售车桥及相关零部件，及透过经营电子分销平台、移动应用程式及其他相关方式交易商品。
902,HK1041,林达控股,林达控股有限公司,百慕达,--,--,45,1996-12-27,--,,资产管理,证券买卖及投资，证券经纪及提供证券保证金融资，物业投资，贷款融资服务及建材买卖。
903,HK1043,光宇国际集团科技,光宇国际集团科技有限公司,百慕达,--,--,10362,1999-11-17,--,,新能源,制造及销售密封铅酸蓄电池及相关配件；锂离子电池；镍电池；讯号强度系统、电气及自动化系统、汽车、药品及网络游戏服务。
904,HK1044,恒安国际,恒安国际集团有限公司,开曼群岛,--,--,22000,1998-12-08,--,,化妆品,在中国制造、分销及出售个人卫生用品、护肤及零食产品。
905,HK1045,亚太卫星,亚太卫星控股有限公司,百慕达,--,--,115,1996-12-18,--,,卫星及无线通信,持有、经营、提供卫星转发器容量及相关服务、卫星广播及电讯服务及其他服务。
906,HK1046,寰宇娱乐文化,寰宇国际金融控股有限公司,百慕达,--,--,117,1999-07-20,--,,影视,电影发行及放映、授出及转授电影版权、物业及证券投资、放贷、光学、钟表及珠宝产品贸易、批发及零售业务、证券经纪服务及开展融资。
907,HK1047,毅兴行,毅兴行有限公司,百慕达,--,--,697,1994-04-25,--,,化工用品,制造及买卖塑胶原料、色粉、着色剂、混料及工程塑料。
